"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
182210;2019-01-01;"terça-feira";"01:30:00";"SP";116;218;"GUARULHOS";"Falta de Atenção à Condução";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Curva";"Sim";4;0;4;0;0;0;4;1;"-23.46052014";"-46.48772478";"SR-SP";"DEL6/1";"UOP01/SP"
182211;2019-01-01;"terça-feira";"01:30:00";"PR";373;177,3;"PONTA GROSSA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-25.05533957";"-50.22776753";"SR-PR";"DEL7/3";"UOP01/PR"
182212;2019-01-01;"terça-feira";"00:45:00";"SC";101;16;"GARUVA";"Animais na Pista";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-26.1216";"-48.8826";"SR-SC";"DEL8/3";"UOP01/SC"
182214;2019-01-01;"terça-feira";"00:00:00";"CE";20;429,5;"FORTALEZA";"Ingestão de Substâncias Psicoativas";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Viaduto";"Sim";1;0;0;1;0;0;1;1;"-3.76999";"-38.670063";"SR-CE";"DEL16/1";"UOP02/CE"
182215;2019-01-01;"terça-feira";"01:00:00";"MG";381;327;"NOVA ERA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Interseção de vias";"Não";2;0;0;1;1;0;1;2;"-19.7609";"-43.0306";"SR-MG";"DEL4/3";"UOP01/MG"
182216;2019-01-01;"terça-feira";"01:50:00";"SC";470;42,6;"GASPAR";"Ingestão de Substâncias Psicoativas";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;"-26.875719";"-49.003746";"SR-SC";"DEL8/4";"UOP01/SC"
182217;2019-01-01;"terça-feira";"01:30:00";"MS";163;721,5;"COXIM";"Animais na Pista";"Atropelamento de Animal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;0;1;0;1;"-18.575739";"-54.76353";"SR-MS";"DEL3/6";"UOP01/MS"
182219;2019-01-01;"terça-feira";"00:50:00";"GO";50;280,3;"CATALAO";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;"-18.1784";"-47.9362";"SR-GO";"DEL1/6";"UOP01/GO"
182220;2019-01-01;"terça-feira";"02:25:00";"GO";60;172;"GOIANIA";"Desobediência às normas de trânsito pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Não";3;1;0;0;0;2;0;1;"-16.738";"-49.4076";"SR-GO";"DEL1/1";"UOP02/GO"
182223;2019-01-01;"terça-feira";"02:15:00";"RS";386;73,7;"BOA VISTA DAS MISSOES";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Curva";"Sim";4;0;2;2;0;0;4;2;"-27.693541";"-53.300945";"SR-RS";"DEL08";"UOP02/RS"
182225;2019-01-01;"terça-feira";"02:00:00";"MG";50;77,3;"UBERLANDIA";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Interseção de vias";"Não";3;0;0;2;1;0;2;2;"-18.9444";"-48.2185";"SR-MG";"DEL4/15";"UOP01/MG"
182226;2019-01-01;"terça-feira";"02:10:00";"SP";101;39,5;"UBATUBA";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;4;0;0;0;4;2;"-23.41331965";"-45.03313065";"SR-SP";"DEL6";"UOP03/SP"
182227;2019-01-01;"terça-feira";"02:30:00";"PR";376;7,5;"MARINGA";"Ingestão de Álcool";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;1;"-23.37199185";"-51.92399383";"SR-PR";"DEL7/7";"UOP04/PR"
182228;2019-01-01;"terça-feira";"03:05:00";"MG";381;487,6;"BETIM";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Não Informado";"Sim";1;0;1;0;0;0;1;1;"-19.9572";"-44.1243";"SR-MG";"DEL4/1";"UOP03/MG"
182230;2019-01-01;"terça-feira";"03:50:00";"RJ";40;97;"DUQUE DE CAXIAS";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Curva";"Não";2;0;2;0;0;0;2;1;"-22.5853";"-43.271";"SR-RJ";"DEL5/6";"UOP03/RJ"
182231;2019-01-01;"terça-feira";"02:40:00";"SC";282;599,3;"CUNHA PORA";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;0;2;0;0;2;1;"-26.820206";"-53.155052";"SR-SC";"DEL7";"UOP02/SC"
182232;2019-01-01;"terça-feira";"03:00:00";"PB";230;501,3;"CAJAZEIRAS";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;1;1;0;0;0;1;2;"-6.899";"-38.5159";"SR-PB";"DEL14/3";"UOP03/PB"
182233;2019-01-01;"terça-feira";"03:30:00";"RN";304;288;"MACAIBA";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;"-5.889564";"-35.489544";"SR-RN";"DEL15/1";"UOP02/RN"
182234;2019-01-01;"terça-feira";"04:00:00";"RN";101;96,7;"NATAL";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ignorado";"Dupla";"Reta";"Não";4;0;0;3;1;0;3;2;"-5.849496";"-35.208908";"SR-RN";"DEL15/1";"UOP01/RN"
182235;2019-01-01;"terça-feira";"04:00:00";"MG";459;53,5;"IPUIUNA";"Falta de Atenção à Condução";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";3;1;0;0;1;1;0;1;"-22.07954";"-46.24275";"SR-MG";"DEL13";"UOP01/MG"
182236;2019-01-01;"terça-feira";"03:50:00";"RJ";101;495;"ANGRA DOS REIS";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";3;2;0;0;1;0;0;2;"-22.93593652";"-44.32202983";"SR-RJ";"DEL5/3";"UOP02/RJ"
182237;2019-01-01;"terça-feira";"04:40:00";"MS";163;654,5;"RIO VERDE DE MATO GROSSO";"Ingestão de Álcool";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nevoeiro/Neblina";"Múltipla";"Reta";"Não";1;0;0;1;0;0;1;1;"-19.11526874";"-54.75609633";"SR-MS";"DEL3/6";"UOP02/MS"
182238;2019-01-01;"terça-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;1;2;0;2;0;2;2;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182240;2019-01-01;"terça-feira";"06:15:00";"MG";40;467,5;"SETE LAGOAS";"Pista Escorregadia";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;"-19.4593";"-44.3033";"SR-MG";"DEL4/2";"UOP01/MG"
182241;2019-01-01;"terça-feira";"04:50:00";"PE";101;11;"GOIANA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;"-7.6026";"-34.9792";"SR-PE";"DEL11/1";"UOP02/PE"
182242;2019-01-01;"terça-feira";"06:00:00";"SE";101;156,8;"ESTANCIA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";4;0;4;0;0;0;4;1;"-11.2414";"-37.4316";"SR-SE";"DEL20/2";"UOP01/SE"
182243;2019-01-01;"terça-feira";"07:00:00";"DF";40;6;"BRASILIA";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;"-16.029741";"-47.978867";"SR-DF";"DF";"UOP01/DF"
182244;2019-01-01;"terça-feira";"03:00:00";"MG";50;65;"UBERLANDIA";"Falta de Atenção à Condução";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Vento";"Dupla";"Viaduto";"Sim";2;0;0;1;1;0;1;1;"-18.8625";"-48.2541";"SR-MG";"DEL4/15";"UOP02/MG"
182245;2019-01-01;"terça-feira";"06:30:00";"MG";40;132,8;"JOAO PINHEIRO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;"-17.71047";"-46.267204";"SR-MG";"DEL4/14";"UOP01/MG"
182248;2019-01-01;"terça-feira";"04:20:00";"SC";116;50,9;"PAPANDUVA";"Condutor Dormindo";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;2;0;1;2;2;"-26.38362";"-50.136307";"SR-SC";"DEL8/6";"UOP01/SC"
182250;2019-01-01;"terça-feira";"07:00:00";"RJ";101;293;"ITABORAI";"Falta de Atenção à Condução";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";3;0;2;0;1;0;2;1;"-22.756203";"-42.887241";"SR-RJ";"DEL5/2";"UOP02/RJ"
182251;2019-01-01;"terça-feira";"08:05:00";"SC";470;64,8;"INDAIAL";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;2;0;0;0;2;1;"-26.869867";"-49.201859";"SR-SC";"DEL8/4";"UOP01/SC"
182252;2019-01-01;"terça-feira";"00:20:00";"PR";376;430,9;"TIBAGI";"Sinalização da via insuficiente ou inadequada";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Interseção de vias";"Sim";3;0;3;0;0;0;3;2;"-24.7476321";"-50.5366876";"SR-PR";"DEL7/3";"UOP05/PR"
182253;2019-01-01;"terça-feira";"03:50:00";"RS";470;238,4;"CARLOS BARBOSA";"Ingestão de Álcool";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;"-29.33808874";"-51.50475475";"SR-RS";"DEL9/6";"UOP01/RS"
182254;2019-01-01;"terça-feira";"08:20:00";"DF";70;16;"BRASILIA";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Rotatória";"Não";2;0;1;1;0;0;2;1;"-15.796144";"-48.194225";"SR-DF";"DF";"UOP06/DF"
182256;2019-01-01;"terça-feira";"04:00:00";"CE";116;136,9;"RUSSAS";"Animais na Pista";"Atropelamento de Animal";"Sem Vítimas";"Amanhecer";"Decrescente";"Vento";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;"-4.766018";"-38.056034";"SR-CE";"DEL16/3";"UOP01/CE"
182257;2019-01-01;"terça-feira";"07:45:00";"TO";153;678,5;"GURUPI";"Ingestão de Álcool";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;"-11.774606";"-49.107452";"SR-TO";"UOP01/TO";""
182258;2019-01-01;"terça-feira";"07:20:00";"SC";101;378,1;"ICARA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-28.75016849";"-49.26949069";"SR-SC";"DEL8/2";"UOP01/SC"
182259;2019-01-01;"terça-feira";"06:00:00";"MG";262;411,2;"IGARATINGA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;1;"-19.90069043";"-44.69476461";"SR-MG";"DEL4/8";"UOP03/MG"
182260;2019-01-01;"terça-feira";"06:15:00";"GO";60;433;"RIO VERDE";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;1;0;0;1;1;"-17.8291";"-51.3566";"SR-GO";"DEL1/4";"UOP01/GO"
182261;2019-01-01;"terça-feira";"08:50:00";"RS";290;477,2;"ROSARIO DO SUL";"Ingestão de Álcool";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;2;0;1;2;"-30.240948";"-54.888885";"SR-RS";"DEL9/11";"UOP02/RS"
182262;2019-01-01;"terça-feira";"09:40:00";"PR";277;531,3;"CAMPO BONITO";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Interseção de vias";"Não";2;0;1;0;1;0;1;2;"-25.09843276";"-52.97170125";"SR-PR";"DEL7/4";"UOP02/PR"
182263;2019-01-01;"terça-feira";"05:00:00";"MT";158;599,5;"AGUA BOA";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Amanhecer";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;"-14.319";"-52.169";"SR-MT";"DEL2/8";"UOP02/MT"
182264;2019-01-01;"terça-feira";"09:30:00";"GO";153;496;"GOIANIA";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;1;1;0;2;"-16.6776";"-49.2314";"SR-GO";"DEL1/1";"UOP01/GO"
182265;2019-01-01;"terça-feira";"09:28:00";"PR";369;512,9;"CASCAVEL";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-24.8717";"-53.3423";"SR-PR";"DEL7/4";"UOP01/PR"
182268;2019-01-01;"terça-feira";"07:30:00";"MG";365;645,6;"UBERLANDIA";"Pista Escorregadia";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;"-18.8857";"-48.4645";"SR-MG";"DEL4/15";"UOP01/MG"
182269;2019-01-01;"terça-feira";"10:00:00";"ES";101;121,3;"SOORETAMA";"Condutor Dormindo";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;"-19.15490874";"-40.08092881";"SR-ES";"DEL12/4";"UOP01/ES"
182271;2019-01-01;"terça-feira";"04:15:00";"PB";361;38,8;"CATINGUEIRA";"Ingestão de Álcool";"Saída de leito carroçável";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;1;0;0;1;1;"-7.10157405";"-37.60036469";"SR-PB";"DEL14/3";"UOP01/PB"
182272;2019-01-01;"terça-feira";"10:15:00";"RS";290;500,4;"ROSARIO DO SUL";"Condutor Dormindo";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;1;1;1;0;0;2;2;"-30.18096";"-55.103222";"SR-RS";"DEL9/11";"UOP02/RS"
182274;2019-01-01;"terça-feira";"10:00:00";"RJ";40;109;"DUQUE DE CAXIAS";"Ingestão de Álcool";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";1;0;1;0;0;0;1;1;"-22.6836";"-43.2852";"SR-RJ";"DEL5/1";"UOP01/RJ"
182275;2019-01-01;"terça-feira";"05:30:00";"RO";364;388;"OURO PRETO DO OESTE";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Interseção de vias";"Sim";4;0;1;1;2;0;2;2;"-10.687018";"-62.274075";"SR-RO";"DEL21/3";"UOP02/RO"
182277;2019-01-01;"terça-feira";"10:00:00";"PA";10;34;"DOM ELISEU";"Velocidade Incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";7;0;0;0;6;1;0;3;"-4.15296734";"-47.54608154";"SR-PA";"DEL19/2";"UOP03/PA"
182278;2019-01-01;"terça-feira";"11:20:00";"SC";101;213;"PALHOCA";"Defeito Mecânico no Veículo";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;1;0;0;2;1;"-27.6446";"-48.6705";"SR-SC";"DEL8/1";"UOP02/SC"
182279;2019-01-01;"terça-feira";"09:00:00";"MT";364;585;"DIAMANTINO";"Pista Escorregadia";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Não";5;1;2;0;2;0;2;1;"-14.622551";"-56.264637";"SR-MT";"DEL2/4";"UOP01/MT"
182280;2019-01-01;"terça-feira";"11:00:00";"AL";104;82,6;"RIO LARGO";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;4;1;0;1;5;2;"-9.44627602";"-35.83335849";"SR-AL";"DEL13/1";"UOP01/AL"
182281;2019-01-01;"terça-feira";"11:50:00";"MG";381;533;"ITATIAIUCU";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-20.1781";"-44.3771";"SR-MG";"DEL4/4";"UOP03/MG"
182282;2019-01-01;"terça-feira";"11:25:00";"SC";282;17,8;"PALHOCA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;"-27.665707";"-48.688065";"SR-SC";"DEL8/1";"UOP02/SC"
182284;2019-01-01;"terça-feira";"11:45:00";"MG";381;482;"BETIM";"Velocidade Incompatível";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;2;"-19.9578";"-44.0795";"SR-MG";"DEL4/1";"UOP03/MG"
182285;2019-01-01;"terça-feira";"10:45:00";"RO";319;58;"PORTO VELHO";"Defeito na Via";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";1;0;0;0;0;1;0;1;"-8.74342722";"-63.91232014";"SR-RO";"DEL21/1";"UOP01/RO"
182286;2019-01-01;"terça-feira";"12:10:00";"SC";282;220,4;"LAGES";"Desobediência às normas de trânsito pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Rotatória";"Não";5;0;1;0;4;0;1;2;"-27.79461039";"-50.32748938";"SR-SC";"DEL8/5";"UOP01/SC"
182287;2019-01-01;"terça-feira";"05:30:00";"AM";174;938;"MANAUS";"Ingestão de Álcool";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;"-2.507";"-60.036";"SR-AM";"UOP01/AM";""
182288;2019-01-01;"terça-feira";"11:20:00";"MA";316;548,4;"CAXIAS";"Desobediência às normas de trânsito pelo condutor";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;1;0;0;2;1;"-4.88692811";"-43.37668419";"SR-MA";"DEL18/3";"UOP02/MA"
182289;2019-01-01;"terça-feira";"08:30:00";"BA";101;13;"RIO REAL";"Ingestão de Álcool";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";2;0;1;0;1;0;1;2;"-11.5896";"-37.8761";"SR-SE";"DEL20/2";"UOP03/SE"
182290;2019-01-01;"terça-feira";"13:10:00";"GO";20;62,4;"FORMOSA";"Defeito Mecânico no Veículo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";6;0;2;0;4;0;2;5;"-15.22989";"-47.172417";"SR-DF";"GO";"UOP04/DF"
182292;2019-01-01;"terça-feira";"12:10:00";"CE";20;419;"MARACANAU";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";3;0;0;1;2;0;1;3;"-3.84990811";"-38.56777939";"SR-CE";"DEL16/1";"UOP02/CE"
182293;2019-01-01;"terça-feira";"13:20:00";"RJ";101;416;"MANGARATIBA";"Desobediência às normas de trânsito pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;"-22.907295";"-43.890251";"SR-RJ";"DEL5/3";"UOP01/RJ"
182294;2019-01-01;"terça-feira";"11:30:00";"MG";40;462;"SETE LAGOAS";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";3;0;0;1;2;0;1;3;"-19.4295";"-44.3368";"SR-MG";"DEL4/2";"UOP01/MG"
182295;2019-01-01;"terça-feira";"13:00:00";"RS";101;41;"TRES FORQUILHAS";"Objeto estático sobre o leito carroçável";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;1;"-29.542553";"-50.031525";"SR-RS";"DEL9/3";"UOP03/RS"
182296;2019-01-01;"terça-feira";"13:40:00";"ES";262;95;"DOMINGOS MARTINS";"Não guardar distância de segurança";"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;0;0;4;0;0;4;"-20.3677";"-41.0595";"SR-ES";"DEL12/1";"UOP02/ES"
182298;2019-01-01;"terça-feira";"07:00:00";"RJ";101;296;"ITABORAI";"Falta de Atenção à Condução";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-22.767054";"-42.910255";"SR-RJ";"DEL5/2";"UOP02/RJ"
182299;2019-01-01;"terça-feira";"11:50:00";"PB";230;205,5;"SOLEDADE";"Desobediência às normas de trânsito pelo condutor";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Não";6;0;1;3;2;0;4;2;"-7.0918";"-36.2802";"SR-PB";"DEL14/2";"UOP02/PB"
182300;2019-01-01;"terça-feira";"13:40:00";"SP";381;84;"SAO PAULO";"Falta de Atenção à Condução";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-23.44864581";"-46.56965178";"SR-SP";"DEL6/3";"UOP02/SP"
182301;2019-01-01;"terça-feira";"12:30:00";"AL";316;114;"CACIMBINHAS";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";2;0;0;2;0;0;2;2;"-9.4028727";"-36.97983456";"SR-AL";"DEL13/3";"UOP01/AL"
182302;2019-01-01;"terça-feira";"12:00:00";"PR";153;198,6;"TIBAGI";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;"-24.46746316";"-50.440979";"SR-PR";"DEL7/3";"UOP05/PR"
182303;2019-01-01;"terça-feira";"14:00:00";"MG";40;728,9;"OLIVEIRA FORTES";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;1;"-21.3429";"-43.5875";"SR-MG";"DEL5";"UOP01/MG"
182304;2019-01-01;"terça-feira";"12:45:00";"BA";324;555;"AMELIA RODRIGUES";"Defeito Mecânico no Veículo";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;"-12.45132785";"-38.71032715";"SR-BA";"DEL10/1";"UOP01/BA"
182305;2019-01-01;"terça-feira";"13:40:00";"GO";60;36,6;"GOIANIA";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Rotatória";"Sim";2;0;0;1;1;0;1;2;"-16.73422527";"-49.34840798";"SR-GO";"DEL1/1";"UOP02/GO"
182306;2019-01-01;"terça-feira";"12:10:00";"PI";343;313,2;"ALTOS";"Não guardar distância de segurança";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";4;0;1;0;3;0;1;3;"-5.046057";"-42.509869";"SR-PI";"DEL17/1";"UOP01/PI"
182307;2019-01-01;"terça-feira";"13:50:00";"BA";116;440;"FEIRA DE SANTANA";"Ingestão de Álcool";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";3;0;1;1;1;0;2;2;"-12.344";"-39.087";"SR-BA";"DEL10/2";"UOP01/BA"
