"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
182662;2019-01-03;"quinta-feira";"06:20:00";"BA";116;403;"FEIRA DE SANTANA";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Não";3;0;0;2;1;0;2;2;"-12.05812309";"-38.97125244";"SR-BA";"DEL10/2";"UOP01/BA"
182663;2019-01-03;"quinta-feira";"08:55:00";"PR";277;233,3;"FERNANDES PINHEIRO";"Velocidade Incompatível";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";6;0;4;0;2;0;4;3;"-25.46437962";"-50.56872265";"SR-PR";"DEL7/3";"UOP04/PR"
182664;2019-01-03;"quinta-feira";"08:50:00";"PR";376;648;"TIJUCAS DO SUL";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;1;1;0;2;2;"-25.84099438";"-49.10459518";"SR-PR";"DEL7/1";"UOP08/PR"
182665;2019-01-03;"quinta-feira";"08:50:00";"PE";232;307,7;"SERTANIA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;"-8.179757";"-37.452628";"SR-PE";"DEL11/3";"UOP02/PE"
182666;2019-01-03;"quinta-feira";"08:30:00";"PE";104;61,9;"CARUARU";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";3;0;1;1;1;0;2;2;"-8.2529";"-35.9751";"SR-PE";"DEL11/2";"UOP01/PE"
182667;2019-01-03;"quinta-feira";"09:00:00";"PI";343;4;"TERESINA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;1;0;3;0;1;3;"-5.08054127";"-42.78572381";"SR-PI";"DEL17/5";"UOP01/PI"
182670;2019-01-03;"quinta-feira";"10:30:00";"MG";50;71;"UBERLANDIA";"Pista Escorregadia";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Sim";1;0;1;0;0;0;1;1;"-18.9002";"-48.2401";"SR-MG";"DEL4/15";"UOP01/MG"
182672;2019-01-03;"quinta-feira";"08:45:00";"RO";364;379;"OURO PRETO DO OESTE";"Defeito na Via";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;"-10.7414";"-62.217953";"SR-RO";"DEL21/2";"UOP01/RO"
182674;2019-01-03;"quinta-feira";"09:40:00";"RS";290;670;"URUGUAIANA";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";4;0;2;0;2;0;2;3;"-29.949526";"-56.606392";"SR-RS";"DEL9/13";"UOP01/RS"
182675;2019-01-03;"quinta-feira";"11:00:00";"ES";101;144;"LINHARES";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Interseção de vias";"Não";3;0;2;0;1;0;2;2;"-19.34949586";"-40.06345424";"SR-ES";"DEL12/4";"UOP01/ES"
182676;2019-01-03;"quinta-feira";"10:30:00";"ES";101;260;"SERRA";"Ingestão de Álcool";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";5;0;1;0;4;0;1;3;"-20.1544401";"-40.27765453";"SR-ES";"DEL12/2";"UOP01/ES"
182677;2019-01-03;"quinta-feira";"08:10:00";"PI";343;618;"FLORIANO";"Não guardar distância de segurança";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";10;0;5;3;1;1;8;4;"-6.935258";"-43.193867";"SR-PI";"DEL17/3";"UOP01/PI"
182678;2019-01-03;"quinta-feira";"11:15:00";"MG";50;70;"UBERLANDIA";"Velocidade Incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;"-18.8957";"-48.2477";"SR-MG";"DEL4/15";"UOP01/MG"
182679;2019-01-03;"quinta-feira";"09:00:00";"PE";232;129;"CARUARU";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";3;0;0;1;2;0;1;2;"-8.301935";"-35.980919";"SR-PE";"DEL11/2";"UOP02/PE"
182680;2019-01-03;"quinta-feira";"09:00:00";"BA";324;549;"AMELIA RODRIGUES";"Falta de Atenção à Condução";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;"-12.34980345";"-38.83771703";"SR-BA";"DEL10/1";"UOP01/BA"
182681;2019-01-03;"quinta-feira";"10:30:00";"BA";324;526;"FEIRA DE SANTANA";"Defeito Mecânico no Veículo";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;"-12.33513495";"-38.8523933";"SR-BA";"DEL10/1";"UOP01/BA"
182682;2019-01-03;"quinta-feira";"10:20:00";"RN";304;47,1;"MOSSORO";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;1;0;4;0;1;2;"-5.22610353";"-37.32986927";"SR-RN";"DEL15/4";"UOP01/RN"
182683;2019-01-03;"quinta-feira";"11:30:00";"SC";101;234;"PALHOCA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Não";4;0;1;0;3;0;1;3;"-27.8181";"-48.6313";"SR-SC";"DEL8/1";"UOP02/SC"
182686;2019-01-03;"quinta-feira";"09:55:00";"RS";386;426,9;"MONTENEGRO";"Velocidade Incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";3;0;0;0;3;0;0;2;"-29.82130917";"-51.35319889";"SR-RS";"DEL9/4";"UOP02/RS"
182687;2019-01-03;"quinta-feira";"10:30:00";"RJ";116;286,2;"BARRA MANSA";"Velocidade Incompatível";"Colisão com objeto estático";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;"-22.547443";"-44.183659";"SR-RJ";"DEL5/7";"UOP02/RJ"
182688;2019-01-03;"quinta-feira";"11:19:00";"PR";376;660;"TIJUCAS DO SUL";"Sinalização da via insuficiente ou inadequada";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";20;0;4;2;14;0;6;14;"-25.85551615";"-48.99799347";"SR-PR";"DEL7/1";"UOP08/PR"
182690;2019-01-03;"quinta-feira";"12:10:00";"SC";282;341;"CAMPOS NOVOS";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";6;0;1;1;4;0;2;3;"-27.389957";"-51.213387";"SR-SC";"DEL7";"UOP08/SC"
182691;2019-01-03;"quinta-feira";"11:50:00";"RJ";116;126;"MAGE";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Sim";4;0;4;0;0;0;4;1;"-22.654894";"-43.086365";"SR-RJ";"DEL5/4";"UOP02/RJ"
182692;2019-01-03;"quinta-feira";"12:20:00";"SC";101;114;"ITAJAI";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;"-26.8708";"-48.7293";"SR-SC";"DEL8/4";"UOP04/SC"
182693;2019-01-03;"quinta-feira";"12:25:00";"RJ";116;283,1;"BARRA MANSA";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;"-22.547443";"-44.183659";"SR-RJ";"DEL5/7";"UOP02/RJ"
182694;2019-01-03;"quinta-feira";"12:25:00";"PR";376;183,2;"SARANDI";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-23.43799765";"-51.87682358";"SR-PR";"DEL7/7";"UOP04/PR"
182695;2019-01-03;"quinta-feira";"10:17:00";"BA";367;46,2;"PORTO SEGURO";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;"-16.371447";"-39.262077";"SR-BA";"DEL10/9";"UOP01/BA"
182696;2019-01-03;"quinta-feira";"13:03:00";"MG";262;438,6;"NOVA SERRANA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;1;0;0;1;0;0;1;"-19.896221";"-44.869728";"SR-MG";"DEL4/8";"UOP03/MG"
182697;2019-01-03;"quinta-feira";"11:45:00";"RS";116;218,9;"MORRO REUTER";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";4;0;4;0;0;0;4;2;"-29.551224";"-51.089081";"SR-RS";"DEL9/5";"UOP02/RS"
182698;2019-01-03;"quinta-feira";"13:00:00";"MG";40;618,2;"CONGONHAS";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de vias";"Não";2;0;2;0;0;0;2;1;"-20.5689903";"-43.81109568";"SR-MG";"DEL5";"UOP02/MG"
182700;2019-01-03;"quinta-feira";"13:20:00";"RS";116;142,8;"CAXIAS DO SUL";"Velocidade Incompatível";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;1;"-29.11727";"-51.115208";"SR-RS";"DEL9/5";"UOP01/RS"
182701;2019-01-03;"quinta-feira";"11:00:00";"RJ";101;295;"ITABORAI";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;2;"-22.763668";"-42.90226";"SR-RJ";"DEL5/2";"UOP02/RJ"
182702;2019-01-03;"quinta-feira";"11:11:00";"RO";429;4,3;"JI-PARANA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;"-10.8853468";"-61.93548918";"SR-RO";"DEL21/2";"UOP01/RO"
182703;2019-01-03;"quinta-feira";"11:08:00";"BA";367;22,8;"PORTO SEGURO";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;1;0;1;0;1;2;"-16.441496";"-39.065662";"SR-BA";"DEL10/9";"UOP01/BA"
182704;2019-01-03;"quinta-feira";"13:20:00";"SC";101;113;"ITAJAI";"Não guardar distância de segurança";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;3;"-26.8622";"-48.7286";"SR-SC";"DEL8/4";"UOP04/SC"
182705;2019-01-03;"quinta-feira";"12:45:00";"MG";381;350;"JOAO MONLEVADE";"Desobediência às normas de trânsito pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;0;0;1;0;0;1;"-19.8612991";"-43.11663958";"SR-MG";"DEL4/3";"UOP01/MG"
182707;2019-01-03;"quinta-feira";"13:40:00";"SC";101;220,9;"PALHOCA";"Não guardar distância de segurança";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;3;"-27.7096";"-48.6544";"SR-SC";"DEL8/1";"UOP02/SC"
183195;2019-01-03;"quinta-feira";"14:40:00";"RN";101;110;"PARNAMIRIM";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;"-5.946376";"-35.264851";"SR-RN";"DEL15/1";"UOP01/RN"
183196;2019-01-03;"quinta-feira";"12:35:00";"SP";116;316,9;"SAO LOURENCO DA SERRA";"Ingestão de Substâncias Psicoativas";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;"-23.917";"-46.98945";"SR-SP";"DEL6/4";"UOP02/SP"
183197;2019-01-03;"quinta-feira";"15:10:00";"RJ";393;106;"SAPUCAIA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";2;0;1;0;1;0;1;2;"-21.874243";"-42.66758";"SR-RJ";"DEL5/6";"UOP02/RJ"
183198;2019-01-03;"quinta-feira";"13:30:00";"PR";163;302;"MERCEDES";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;0;2;0;2;2;"-24.4604";"-54.1557";"SR-PR";"DEL7/6";"UOP04/PR"
183199;2019-01-03;"quinta-feira";"13:20:00";"MS";163;341,8;"RIO BRILHANTE";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;1;0;3;0;1;3;"-21.65923756";"-54.42941698";"SR-MS";"DEL2";"UOP02/MS"
183200;2019-01-03;"quinta-feira";"14:00:00";"RJ";493;103;"SEROPEDICA";"Velocidade Incompatível";"Capotamento";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;1;2;0;1;0;2;1;"-22.76536";"-43.7379";"SR-RJ";"DEL5/3";"UOP01/RJ"
183201;2019-01-03;"quinta-feira";"11:00:00";"BA";101;143;"TEODORO SAMPAIO";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Não Informado";"Não";13;0;6;2;5;0;8;3;"-12.2596";"-38.6505";"SR-BA";"DEL10/1";"UOP03/BA"
183202;2019-01-03;"quinta-feira";"14:20:00";"SP";116;505;"CAJATI";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;"-24.79149038";"-48.21036816";"SR-SP";"DEL6/5";"UOP02/SP"
183203;2019-01-03;"quinta-feira";"15:00:00";"SP";381;8;"VARGEM";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";1;0;0;0;1;0;0;1;"-22.913626";"-46.4268";"SR-SP";"DEL6/3";"UOP01/SP"
183204;2019-01-03;"quinta-feira";"14:18:00";"PR";277;20;"MORRETES";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";4;0;1;0;3;0;1;3;"-25.52912068";"-48.7253952";"SR-PR";"DEL7/1";"UOP07/PR"
183205;2019-01-03;"quinta-feira";"13:30:00";"GO";50;287;"CATALAO";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";5;0;2;0;3;0;2;2;"-18.2261";"-47.9777";"SR-GO";"DEL1/6";"UOP01/GO"
183206;2019-01-03;"quinta-feira";"12:10:00";"SC";280;27,4;"ARAQUARI";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;"-26.396912";"-48.740257";"SR-SC";"DEL8/3";"UOP03/SC"
183207;2019-01-03;"quinta-feira";"12:40:00";"MG";251;339,4;"FRUTA DE LEITE";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;"-16.2567";"-42.4555";"SR-MG";"DEL4/12";"UOP01/MG"
183208;2019-01-03;"quinta-feira";"13:40:00";"RS";287;411,6;"SANTIAGO";"Pista Escorregadia";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;"-29.084358";"-54.938404";"SR-RS";"DEL9/12";"UOP02/RS"
183209;2019-01-03;"quinta-feira";"14:30:00";"GO";40;51;"LUZIANIA";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;"-16.450211";"-47.808134";"SR-DF";"GO";"UOP02/DF"
183210;2019-01-03;"quinta-feira";"15:30:00";"SC";101;127;"ITAJAI";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;"-26.973";"-48.6828";"SR-SC";"DEL8/4";"UOP04/SC"
183211;2019-01-03;"quinta-feira";"15:10:00";"DF";70;13;"BRASILIA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;"-15.794558";"-48.166584";"SR-DF";"DF";"UOP06/DF"
183212;2019-01-03;"quinta-feira";"10:35:00";"RS";386;352,8;"ESTRELA";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;1;"-29.491436";"-51.95174";"SR-RS";"DEL9/4";"UOP01/RS"
183213;2019-01-03;"quinta-feira";"15:10:00";"PE";428;191,9;"PETROLINA";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;"-9.372067";"-40.486843";"SR-PE";"DEL11/6";"UOP01/PE"
183214;2019-01-03;"quinta-feira";"14:20:00";"MS";163;736,5;"COXIM";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";8;0;1;0;5;2;1;2;"-18.45299775";"-54.70794439";"SR-MS";"DEL3/6";"UOP01/MS"
183215;2019-01-03;"quinta-feira";"15:45:00";"SC";116;190,8;"SAO CRISTOVAO DO SUL";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;"-27.35149796";"-50.43447825";"SR-SC";"DEL8/5";"UOP03/SC"
183216;2019-01-03;"quinta-feira";"14:00:00";"MG";262;819;"UBERABA";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;"-19.762642";"-48.135693";"SR-MG";"DEL13";"UOP01/MG"
183217;2019-01-03;"quinta-feira";"12:20:00";"SC";101;144;"ITAPEMA";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Sim";2;0;1;0;1;0;1;2;"-27.0816";"-48.6012";"SR-SC";"DEL8/4";"UOP03/SC"
183219;2019-01-03;"quinta-feira";"16:00:00";"MG";40;643,1;"CONSELHEIRO LAFAIETE";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Não Informado";"Não";2;0;2;0;0;0;2;1;"-20.76986876";"-43.80577695";"SR-MG";"DEL5";"UOP02/MG"
183220;2019-01-03;"quinta-feira";"15:00:00";"RS";470;201,7;"BENTO GONCALVES";"Ingestão de Álcool";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";3;0;0;0;3;0;0;1;"-29.0765754";"-51.58699036";"SR-RS";"DEL9/6";"UOP01/RS"
183221;2019-01-03;"quinta-feira";"10:00:00";"MG";116;98;"MEDINA";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Não";2;0;0;0;1;1;0;1;"-16.48382682";"-41.50531769";"SR-MG";"DEL4/11";"UOP02/MG"
183222;2019-01-03;"quinta-feira";"16:30:00";"DF";70;7,8;"BRASILIA";"Defeito Mecânico no Veículo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;"-15.787601";"-48.114429";"SR-DF";"DF";"UOP06/DF"
183223;2019-01-03;"quinta-feira";"16:30:00";"SP";101;48,5;"UBATUBA";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;2;"-23.436964";"-45.087685";"SR-SP";"DEL6";"UOP03/SP"
183224;2019-01-03;"quinta-feira";"15:30:00";"SC";101;51;"JOINVILLE";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;"-26.4036";"-48.839";"SR-SC";"DEL8/3";"UOP01/SC"
183225;2019-01-03;"quinta-feira";"10:00:00";"SC";116;63;"PAPANDUVA";"Falta de Atenção à Condução";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";6;0;5;0;1;0;5;2;"-26.382969";"-50.216751";"SR-SC";"DEL8/6";"UOP02/SC"
183226;2019-01-03;"quinta-feira";"16:04:00";"RS";386;214,3;"TIO HUGO";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Não Informado";"Não";6;0;4;0;2;0;4;3;"-28.58625519";"-52.6001358";"SR-RS";"DEL9/4";"UOP04/RS"
183227;2019-01-03;"quinta-feira";"14:00:00";"PR";277;67;"SAO JOSE DOS PINHAIS";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;"-25.54401934";"-49.05613303";"SR-PR";"DEL7/1";"UOP06/PR"
183228;2019-01-03;"quinta-feira";"17:15:00";"SP";381;61;"MAIRIPORA";"Pista Escorregadia";"Colisão com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Desvio Temporário";"Não";1;0;1;0;0;0;1;1;"-23.29201304";"-46.57935065";"SR-SP";"DEL6/3";"UOP02/SP"
183229;2019-01-03;"quinta-feira";"16:00:00";"MG";40;513;"RIBEIRAO DAS NEVES";"Mal Súbito";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;"-19.8048";"-44.0972";"SR-MG";"DEL4/1";"UOP03/MG"
183230;2019-01-03;"quinta-feira";"17:05:00";"PR";277;466;"LARANJEIRAS DO SUL";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;"-25.33409668";"-52.51190186";"SR-PR";"DEL7/4";"UOP03/PR"
183231;2019-01-03;"quinta-feira";"17:10:00";"SP";381;85;"SAO PAULO";"Desobediência às normas de trânsito pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;1;"-23.43235937";"-46.56951285";"SR-SP";"DEL6/3";"UOP02/SP"
183232;2019-01-03;"quinta-feira";"17:20:00";"RS";290;22,9;"SANTO ANTONIO DA PATRULHA";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;"-29.88883";"-50.474819";"SR-RS";"DEL9/3";"UOP02/RS"
183233;2019-01-03;"quinta-feira";"16:00:00";"PE";101;7,5;"GOIANA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;1;"-7.56401279";"-34.99008898";"SR-PE";"DEL11/1";"UOP02/PE"
183234;2019-01-03;"quinta-feira";"07:30:00";"PI";407;600;"ACAUA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;"-8.34087";"-41.062969";"SR-PI";"DEL17/4";"UOP01/PI"
183235;2019-01-03;"quinta-feira";"13:20:00";"SC";101;132;"BALNEARIO CAMBORIU";"Desobediência às normas de trânsito pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;"-26.9992";"-48.646";"SR-SC";"DEL8/4";"UOP03/SC"
183236;2019-01-03;"quinta-feira";"14:45:00";"SC";101;214;"PALHOCA";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;"-27.652";"-48.676";"SR-SC";"DEL8/1";"UOP02/SC"
183237;2019-01-03;"quinta-feira";"07:20:00";"BA";410;6;"RIBEIRA DO POMBAL";"Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;1;1;1;3;"-10.84393";"-38.57634";"SR-BA";"DEL10/7";"UOP02/BA"
